product_id,product_name,category,price,rating,specifications
1,iPhone 15 Pro,Electronics,142900,4.7,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
2,Sony WH-1000XM5 Headphones,Electronics,28499,4.8,ANC: Best-in-Class Noise Cancellation | Battery: 30 Hours | Driver: 40mm | Conn: Bluetooth 5.3
3,Apple AirPods Pro 2,Electronics,19400,4.7,Quality: Certified | Warranty: 1 Year
4,Red Tape Retro Sneakers,Fashion,3399,4.6,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
5,Apple AirPods Pro 2,Electronics,23799,4.4,Quality: Certified | Warranty: 1 Year
6,Savlon Moisturizing Soap,Groceries,0,4.2,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
7,Amul Taaza Milk,Groceries,100,4.1,Quality: Certified | Warranty: 1 Year
8,Galaxy Watch 6,Electronics,77399,4.5,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
9,Savlon Antiseptic Liquid,Groceries,200,4.5,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
10,Apple AirPods Pro 2,Electronics,19100,4.3,Quality: Certified | Warranty: 1 Year
11,Canon EOS R10 Mirrorless,Electronics,68499,4.8,Sensor: APS-C/Full Frame | Video: 4K | Lens: Kit Lens Included | Conn: WiFi
12,Boat Stone 350 Speaker,Electronics,1700,4.5,Quality: Certified | Warranty: 1 Year
13,Galaxy Z Fold 5,Electronics,134199,4.0,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
14,Canon EOS 1500D DSLR,Electronics,36900,4.8,Sensor: APS-C/Full Frame | Video: 4K | Lens: Kit Lens Included | Conn: WiFi
15,Canon Pixma G3000 Printer,Electronics,97699,4.0,Quality: Certified | Warranty: 1 Year
16,iPhone 13,Electronics,50000,4.7,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
17,Woodland Casual Loafers,Fashion,3900,4.2,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
18,Red Tape Formal Oxfords,Fashion,3499,4.0,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
19,Tata Salt,Groceries,200,4.7,Quality: Certified | Warranty: 1 Year
20,Sony Alpha ZV-E10,Electronics,191999,4.4,Sensor: Full Frame CMOS | Video: 4K 60p | Focus: Real-time Eye AF | Conn: WiFi/NFC
21,Savlon Antiseptic Liquid,Groceries,200,4.4,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
22,Woodland Casual Loafers,Fashion,4200,4.4,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
23,Boro Plus Body Lotion,Groceries,299,4.4,Quality: Certified | Warranty: 1 Year
24,Canon EOS R10 Mirrorless,Electronics,81999,4.6,Sensor: APS-C/Full Frame | Video: 4K | Lens: Kit Lens Included | Conn: WiFi
25,Boat Rockerz 450,Electronics,1200,4.0,Quality: Certified | Warranty: 1 Year
26,Dell G15 Gaming,Electronics,67300,4.2,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 16-inch 165Hz
27,"Sony Bravia 55"" 4K TV",Electronics,73699,4.4,Quality: Certified | Warranty: 1 Year
28,iPhone 15 Pro,Electronics,139399,4.6,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
29,Lenovo Tab M10,Electronics,67100,4.4,Quality: Certified | Warranty: 1 Year
30,Amul Processed Cheese Block,Groceries,199,4.2,Quality: Certified | Warranty: 1 Year
31,iPhone 14,Electronics,65800,4.8,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
32,iPhone 14,Electronics,61700,4.6,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
33,Woodland Casual Loafers,Fashion,5800,4.7,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
34,Dettol Liquid Handwash,Groceries,200,4.4,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
35,Asus Zenbook S 13,Electronics,125000,4.6,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
36,Dell XPS 13 Plus,Electronics,166599,4.2,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
37,iPhone 14,Electronics,58700,4.5,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
38,Dell Alienware m15 R7,Electronics,206199,5.0,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 1TB SSD | Display: 15.6-inch FHD
39,Red Tape Formal Oxfords,Fashion,1799,4.0,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
40,Canon Pixma G3000 Printer,Electronics,99600,4.2,Quality: Certified | Warranty: 1 Year
41,HP Victus Gaming,Electronics,69900,4.6,Processor: Ryzen 7 5800H | 16GB RAM | 512GB SSD | Display: 16-inch 165Hz
42,Galaxy S23 Ultra,Electronics,104200,4.5,Camera: 200MP Main / 100x Zoom | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
43,Lenovo IdeaPad Slim 3,Electronics,45000,4.4,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
44,Boro Plus Body Lotion,Groceries,100,4.3,Quality: Certified | Warranty: 1 Year
45,Canon EOS 1500D DSLR,Electronics,41000,4.2,Sensor: APS-C/Full Frame | Video: 4K | Lens: Kit Lens Included | Conn: WiFi
46,Canon EOS R10 Mirrorless,Electronics,65700,4.0,Sensor: APS-C/Full Frame | Video: 4K | Lens: Kit Lens Included | Conn: WiFi
47,Adidas Ultraboost Light,Fashion,12299,4.5,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
48,iPhone 14,Electronics,58300,4.2,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
49,Asus TUF Gaming F15,Electronics,62299,4.4,Processor: Ryzen 7 5800H | 16GB RAM | 512GB SSD | Display: 16-inch 165Hz
50,Adidas Ultraboost Light,Fashion,16500,4.5,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
51,Galaxy Z Fold 5,Electronics,146100,4.6,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
52,Adidas Ultraboost Light,Fashion,11699,4.4,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
53,Adidas Originals Track Jacket,Fashion,3100,4.1,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
54,Asus ROG Zephyrus G14,Electronics,181400,4.9,Quality: Certified | Warranty: 1 Year
55,Asus Vivobook 16X,Electronics,62300,4.6,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
56,Lenovo Legion 5 Pro,Electronics,134300,4.3,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 1TB SSD | Display: 16-inch 165Hz
57,Nike Dri-Fit T-Shirt,Fashion,3400,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
58,Nike Air Force 1,Fashion,1699,4.1,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
59,Galaxy S21 FE,Electronics,31099,4.1,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
60,Tata Salt,Groceries,399,4.7,Quality: Certified | Warranty: 1 Year
61,Boat Xtend Smartwatch,Electronics,94999,4.2,Quality: Certified | Warranty: 1 Year
62,Colgate MaxFresh Red Gel,Groceries,399,4.1,Quality: Certified | Warranty: 1 Year
63,Apple Watch Series 9,Electronics,50799,4.6,Quality: Certified | Warranty: 1 Year
64,Boat Airdopes 141,Electronics,1400,4.2,Quality: Certified | Warranty: 1 Year
65,Galaxy Z Fold 5,Electronics,141799,4.8,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
66,Adidas Originals Track Jacket,Fashion,3200,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
67,HP Spectre x360,Electronics,147900,5.0,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
68,Amul Salted Butter,Groceries,100,4.2,Quality: Certified | Warranty: 1 Year
69,MacBook Air M1,Electronics,92500,4.6,Processor: Apple M1 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
70,Sony PlayStation 5,Electronics,53799,4.5,Quality: Certified | Warranty: 1 Year
71,Maggi 2-Minute Masala Noodles,Groceries,199,4.1,Quality: Certified | Warranty: 1 Year
72,Canon EOS R10 Mirrorless,Electronics,75299,4.8,Sensor: APS-C/Full Frame | Video: 4K | Lens: Kit Lens Included | Conn: WiFi
73,Galaxy Buds 2,Electronics,56299,4.4,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
74,Galaxy Z Fold 5,Electronics,138300,4.3,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
75,Galaxy Buds 2,Electronics,92600,4.1,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
76,Dettol Liquid Handwash,Groceries,200,4.3,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
77,Adidas Stan Smith,Fashion,1300,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
78,Galaxy S23 Ultra,Electronics,114400,4.0,Camera: 200MP Main / 100x Zoom | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
79,Dell Inspiron 15,Electronics,49399,4.7,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
80,Amul Processed Cheese Block,Groceries,400,4.6,Quality: Certified | Warranty: 1 Year
81,Puma RS-X Sneakers,Fashion,8999,4.7,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
82,Asus Zenbook S 13,Electronics,99100,4.6,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
83,Nike Air Jordan 1,Fashion,16899,4.2,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
84,Tata Premium Tea,Groceries,399,4.7,Quality: Certified | Warranty: 1 Year
85,Galaxy S21 FE,Electronics,33199,4.5,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
86,Boat Xtend Smartwatch,Electronics,74999,4.5,Quality: Certified | Warranty: 1 Year
87,HP Deskjet Ink Advantage,Electronics,88100,4.0,Quality: Certified | Warranty: 1 Year
88,iPhone 13,Electronics,48800,4.1,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
89,Woodland Camel Leather Boots,Fashion,4799,4.5,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
90,Galaxy S21 FE,Electronics,30900,4.1,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
91,Savlon Moisturizing Soap,Groceries,0,4.1,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
92,Amul Salted Butter,Groceries,499,4.8,Quality: Certified | Warranty: 1 Year
93,Asus Zenbook S 13,Electronics,91399,4.1,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
94,Dell G15 Gaming,Electronics,81099,4.8,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 16-inch 165Hz
95,Woodland Camel Leather Boots,Fashion,4499,5.0,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
96,Puma RS-X Sneakers,Fashion,6900,4.7,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
97,Sony WH-1000XM5 Headphones,Electronics,26999,4.1,ANC: Best-in-Class Noise Cancellation | Battery: 30 Hours | Driver: 40mm | Conn: Bluetooth 5.3
98,Lenovo Tab M10,Electronics,98600,4.5,Quality: Certified | Warranty: 1 Year
99,Asus Vivobook 16X,Electronics,63400,4.9,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
100,Lenovo Legion 5 Pro,Electronics,133099,4.8,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 1TB SSD | Display: 16-inch 165Hz
101,Maggi 2-Minute Masala Noodles,Groceries,400,4.2,Quality: Certified | Warranty: 1 Year
102,MacBook Air M1,Electronics,91999,4.8,Processor: Apple M1 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
103,"Sony Bravia 55"" 4K TV",Electronics,72100,4.8,Quality: Certified | Warranty: 1 Year
104,iPhone 15 Pro,Electronics,128900,4.3,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
105,Adidas Stan Smith,Fashion,2400,4.6,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
106,iPhone 15 Pro,Electronics,92099,4.2,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
107,Nike Air Jordan 1,Fashion,17799,4.9,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
108,Asus TUF Gaming F15,Electronics,68299,4.1,Processor: Ryzen 7 5800H | 16GB RAM | 512GB SSD | Display: 16-inch 165Hz
109,HP Spectre x360,Electronics,147799,4.4,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
110,Dettol Antiseptic Liquid,Groceries,200,4.7,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
111,iPhone 13,Electronics,52000,4.9,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
112,Adidas Originals Track Jacket,Fashion,4200,4.6,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
113,Puma Motorsport T-Shirt,Fashion,1400,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
114,Lenovo Tab M10,Electronics,65599,4.1,Quality: Certified | Warranty: 1 Year
115,Dell XPS 13 Plus,Electronics,143900,4.0,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
116,Puma Motorsport T-Shirt,Fashion,3700,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
117,Savlon Moisturizing Soap,Groceries,99,5.0,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
118,Puma RS-X Sneakers,Fashion,6099,4.4,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
119,MacBook Pro 14,Electronics,169700,4.1,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 1TB SSD | Display: 15.6-inch FHD
120,MacBook Air M1,Electronics,94100,4.9,Processor: Apple M1 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
121,Dettol Liquid Handwash,Groceries,199,4.4,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
122,Nike Dri-Fit T-Shirt,Fashion,3000,5.0,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
123,Colgate Strong Teeth Paste,Groceries,199,4.8,Quality: Certified | Warranty: 1 Year
124,Boat Rockerz 450,Electronics,2299,4.1,Quality: Certified | Warranty: 1 Year
125,MacBook Pro 14,Electronics,180899,4.7,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 1TB SSD | Display: 15.6-inch FHD
126,"Sony Bravia 55"" 4K TV",Electronics,79799,4.6,Quality: Certified | Warranty: 1 Year
127,Red Tape Retro Sneakers,Fashion,3100,4.7,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
128,Puma RS-X Sneakers,Fashion,7299,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
129,iPhone 15 Pro,Electronics,89400,4.9,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
130,Nike Air Jordan 1,Fashion,15200,4.1,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
131,Nike Dri-Fit T-Shirt,Fashion,1699,5.0,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
132,Red Tape Slim Fit Jeans,Fashion,3100,4.6,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
133,Savlon Antiseptic Liquid,Groceries,100,4.7,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
134,Galaxy S23 Ultra,Electronics,104800,4.3,Camera: 200MP Main / 100x Zoom | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
135,Canon EOS R10 Mirrorless,Electronics,80799,4.9,Sensor: APS-C/Full Frame | Video: 4K | Lens: Kit Lens Included | Conn: WiFi
136,Dell Inspiron 15,Electronics,52300,4.2,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
137,Red Tape Slim Fit Jeans,Fashion,3699,4.0,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
138,Nike Air Jordan 1,Fashion,14599,4.7,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
139,Asus ROG Zephyrus G14,Electronics,166100,4.1,Quality: Certified | Warranty: 1 Year
140,iPhone 13,Electronics,54400,4.7,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
141,Dettol Antiseptic Liquid,Groceries,199,4.9,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
142,Boat Xtend Smartwatch,Electronics,63800,4.6,Quality: Certified | Warranty: 1 Year
143,Asus Zenbook S 13,Electronics,109600,4.2,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
144,Canon Pixma G3000 Printer,Electronics,89800,4.6,Quality: Certified | Warranty: 1 Year
145,Asus Zenbook S 13,Electronics,100299,4.4,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
146,HP Deskjet Ink Advantage,Electronics,52000,4.9,Quality: Certified | Warranty: 1 Year
147,Red Tape Slim Fit Jeans,Fashion,1799,4.8,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
148,Amul Salted Butter,Groceries,299,4.4,Quality: Certified | Warranty: 1 Year
149,HP Victus Gaming,Electronics,66200,4.0,Processor: Ryzen 7 5800H | 16GB RAM | 512GB SSD | Display: 16-inch 165Hz
150,Apple Watch Series 9,Electronics,84799,4.5,Quality: Certified | Warranty: 1 Year
151,Dell XPS 13 Plus,Electronics,153100,4.3,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
152,Woodland Casual Loafers,Fashion,4699,4.6,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
153,iPhone 14,Electronics,67099,4.0,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
154,Amul Taaza Milk,Groceries,100,4.1,Quality: Certified | Warranty: 1 Year
155,Red Tape Retro Sneakers,Fashion,2299,4.2,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
156,HP Pavilion 15,Electronics,56299,4.0,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
157,Boat Xtend Smartwatch,Electronics,68999,5.0,Quality: Certified | Warranty: 1 Year
158,iPhone 14,Electronics,64300,4.8,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
159,Lenovo IdeaPad Slim 3,Electronics,52699,4.4,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
160,Canon EOS R10 Mirrorless,Electronics,81300,4.9,Sensor: APS-C/Full Frame | Video: 4K | Lens: Kit Lens Included | Conn: WiFi
161,Woodland Casual Loafers,Fashion,5500,4.2,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
162,MacBook Air M2,Electronics,90100,4.3,Processor: Apple M2 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
163,Boat Xtend Smartwatch,Electronics,99599,5.0,Quality: Certified | Warranty: 1 Year
