product_id,product_name,category,price,rating,specifications
164,Galaxy Buds 2,Electronics,82599,4.1,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
165,Red Tape Retro Sneakers,Fashion,1800,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
166,Dell Alienware m15 R7,Electronics,199900,4.7,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 1TB SSD | Display: 15.6-inch FHD
167,Puma RS-X Sneakers,Fashion,8400,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
168,Amul Salted Butter,Groceries,100,4.7,Quality: Certified | Warranty: 1 Year
169,Sony Alpha ZV-E10,Electronics,233400,4.9,Sensor: Full Frame CMOS | Video: 4K 60p | Focus: Real-time Eye AF | Conn: WiFi/NFC
170,Boro Plus Antiseptic Cream,Groceries,299,4.3,Quality: Certified | Warranty: 1 Year
171,Dell G15 Gaming,Electronics,70600,4.1,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 16-inch 165Hz
172,Dettol Antiseptic Liquid,Groceries,200,4.8,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
173,MacBook Air M1,Electronics,69999,4.4,Processor: Apple M1 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
174,Boat Stone 350 Speaker,Electronics,1799,4.2,Quality: Certified | Warranty: 1 Year
175,Boat Xtend Smartwatch,Electronics,73100,4.5,Quality: Certified | Warranty: 1 Year
176,Canon Pixma G3000 Printer,Electronics,83299,4.5,Quality: Certified | Warranty: 1 Year
177,Asus ROG Zephyrus G14,Electronics,188400,4.7,Quality: Certified | Warranty: 1 Year
178,Sony PlayStation 5,Electronics,46600,4.5,Quality: Certified | Warranty: 1 Year
179,MacBook Air M1,Electronics,91900,4.1,Processor: Apple M1 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
180,Boro Plus Body Lotion,Groceries,399,4.6,Quality: Certified | Warranty: 1 Year
181,Puma RS-X Sneakers,Fashion,7399,4.7,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
182,Sony Alpha a7M4 Camera,Electronics,181500,4.8,Sensor: Full Frame CMOS | Video: 4K 60p | Focus: Real-time Eye AF | Conn: WiFi/NFC
183,Galaxy Buds 2,Electronics,71600,4.1,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
184,Galaxy S23 Ultra,Electronics,106399,5.0,Camera: 200MP Main / 100x Zoom | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
185,Dettol Antiseptic Liquid,Groceries,299,4.4,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
186,Galaxy Watch 6,Electronics,68500,4.6,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
187,Woodland Camel Leather Boots,Fashion,4900,4.8,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
188,Puma Motorsport T-Shirt,Fashion,1300,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
189,Adidas Originals Track Jacket,Fashion,3100,4.6,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
190,Boro Plus Antiseptic Cream,Groceries,200,4.7,Quality: Certified | Warranty: 1 Year
191,Lenovo ThinkPad X1 Carbon,Electronics,127400,4.0,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
192,Asus ROG Zephyrus G14,Electronics,150700,4.3,Quality: Certified | Warranty: 1 Year
193,Tata Salt,Groceries,100,4.1,Quality: Certified | Warranty: 1 Year
194,Woodland Camel Leather Boots,Fashion,4799,4.1,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
195,"Sony Bravia 55"" 4K TV",Electronics,90500,4.7,Quality: Certified | Warranty: 1 Year
196,MacBook Pro 14,Electronics,239300,4.1,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 1TB SSD | Display: 15.6-inch FHD
197,Sony PlayStation 5,Electronics,53500,4.2,Quality: Certified | Warranty: 1 Year
198,Sony Alpha a7M4 Camera,Electronics,185199,4.7,Sensor: Full Frame CMOS | Video: 4K 60p | Focus: Real-time Eye AF | Conn: WiFi/NFC
199,Sony Alpha ZV-E10,Electronics,227000,4.1,Sensor: Full Frame CMOS | Video: 4K 60p | Focus: Real-time Eye AF | Conn: WiFi/NFC
200,Galaxy Z Fold 5,Electronics,134100,4.7,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
201,Amul Salted Butter,Groceries,299,4.6,Quality: Certified | Warranty: 1 Year
202,Galaxy Buds 2,Electronics,82499,4.8,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
203,Savlon Antiseptic Liquid,Groceries,199,4.3,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
204,Red Tape Slim Fit Jeans,Fashion,3899,4.5,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
205,Colgate MaxFresh Red Gel,Groceries,200,4.2,Quality: Certified | Warranty: 1 Year
206,Puma Motorsport T-Shirt,Fashion,3000,4.6,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
207,MacBook Air M2,Electronics,81099,4.1,Processor: Apple M2 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
208,Boat Xtend Smartwatch,Electronics,90999,4.7,Quality: Certified | Warranty: 1 Year
209,Lenovo ThinkPad X1 Carbon,Electronics,149899,4.1,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
210,Lenovo Tab M10,Electronics,85399,4.6,Quality: Certified | Warranty: 1 Year
211,MacBook Air M1,Electronics,71100,4.9,Processor: Apple M1 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
212,Puma RS-X Sneakers,Fashion,7100,4.6,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
213,Asus Vivobook 16X,Electronics,55600,5.0,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
214,Asus ROG Zephyrus G14,Electronics,155499,4.2,Quality: Certified | Warranty: 1 Year
215,Canon EOS 1500D DSLR,Electronics,41399,4.3,Sensor: APS-C/Full Frame | Video: 4K | Lens: Kit Lens Included | Conn: WiFi
216,Nike Air Force 1,Fashion,2499,4.5,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
217,Lenovo ThinkPad X1 Carbon,Electronics,90799,4.8,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
218,Galaxy Z Fold 5,Electronics,139499,4.5,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
219,Galaxy Watch 6,Electronics,60299,4.2,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
220,Asus Zenbook S 13,Electronics,86700,4.4,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
221,Dell Inspiron 15,Electronics,49199,4.6,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
222,Canon Pixma G3000 Printer,Electronics,69099,4.8,Quality: Certified | Warranty: 1 Year
223,Nike Air Jordan 1,Fashion,15200,4.4,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
224,Galaxy Book 3,Electronics,83599,4.6,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
225,Amul Salted Butter,Groceries,299,4.0,Quality: Certified | Warranty: 1 Year
226,MacBook Air M2,Electronics,80400,4.5,Processor: Apple M2 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
227,Sony Alpha a7M4 Camera,Electronics,214499,4.8,Sensor: Full Frame CMOS | Video: 4K 60p | Focus: Real-time Eye AF | Conn: WiFi/NFC
228,iPhone 15 Pro,Electronics,100800,4.6,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
229,Amul Taaza Milk,Groceries,100,4.5,Quality: Certified | Warranty: 1 Year
230,Dettol Antiseptic Liquid,Groceries,299,4.6,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
231,Red Tape Formal Oxfords,Fashion,2099,4.4,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
232,Dell Alienware m15 R7,Electronics,187000,4.1,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 1TB SSD | Display: 15.6-inch FHD
233,MacBook Air M1,Electronics,78400,4.0,Processor: Apple M1 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
234,Canon Pixma G3000 Printer,Electronics,95300,4.3,Quality: Certified | Warranty: 1 Year
235,Puma RS-X Sneakers,Fashion,7499,4.8,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
236,Galaxy Watch 6,Electronics,55399,4.3,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
237,iPhone 15 Pro,Electronics,142700,4.6,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
238,Asus Vivobook 16X,Electronics,47899,4.8,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
239,Dettol Liquid Handwash,Groceries,299,4.6,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
240,Sony WH-1000XM5 Headphones,Electronics,28899,4.8,ANC: Best-in-Class Noise Cancellation | Battery: 30 Hours | Driver: 40mm | Conn: Bluetooth 5.3
241,Nike Dri-Fit T-Shirt,Fashion,2700,4.2,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
242,HP Pavilion 15,Electronics,61000,4.2,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
243,Asus TUF Gaming F15,Electronics,77299,4.4,Processor: Ryzen 7 5800H | 16GB RAM | 512GB SSD | Display: 16-inch 165Hz
244,HP Deskjet Ink Advantage,Electronics,51600,4.1,Quality: Certified | Warranty: 1 Year
245,MacBook Air M2,Electronics,69600,4.5,Processor: Apple M2 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
246,"Sony Bravia 55"" 4K TV",Electronics,140300,4.9,Quality: Certified | Warranty: 1 Year
247,Adidas Ultraboost Light,Fashion,15000,4.7,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
248,Nike Air Force 1,Fashion,3200,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
249,iPhone 14,Electronics,67200,4.2,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
250,Red Tape Formal Oxfords,Fashion,2600,4.2,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
251,Lenovo Tab M10,Electronics,86700,4.6,Quality: Certified | Warranty: 1 Year
252,Tata Premium Tea,Groceries,499,4.5,Quality: Certified | Warranty: 1 Year
253,Colgate Strong Teeth Paste,Groceries,199,4.4,Quality: Certified | Warranty: 1 Year
254,Galaxy Book 3,Electronics,73900,4.8,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
255,Tata Premium Tea,Groceries,200,4.1,Quality: Certified | Warranty: 1 Year
256,Galaxy Z Fold 5,Electronics,152100,4.0,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
257,Galaxy Buds 2,Electronics,53499,4.9,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
258,Savlon Antiseptic Liquid,Groceries,299,4.3,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
259,Nike Air Jordan 1,Fashion,16399,5.0,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
260,Sony Alpha ZV-E10,Electronics,211600,4.7,Sensor: Full Frame CMOS | Video: 4K 60p | Focus: Real-time Eye AF | Conn: WiFi/NFC
261,Savlon Moisturizing Soap,Groceries,0,4.5,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
262,Adidas Originals Track Jacket,Fashion,4499,4.7,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
263,Adidas Ultraboost Light,Fashion,11299,4.0,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
264,Galaxy S21 FE,Electronics,33400,4.1,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
265,Tata Premium Tea,Groceries,399,4.6,Quality: Certified | Warranty: 1 Year
266,Colgate MaxFresh Red Gel,Groceries,300,5.0,Quality: Certified | Warranty: 1 Year
267,Tata Premium Tea,Groceries,300,4.6,Quality: Certified | Warranty: 1 Year
268,Red Tape Slim Fit Jeans,Fashion,3699,4.8,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
269,Boat Rockerz 450,Electronics,2100,4.8,Quality: Certified | Warranty: 1 Year
270,Asus Zenbook S 13,Electronics,125099,4.3,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
271,Galaxy Buds 2,Electronics,95400,4.4,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
272,Galaxy Book 3,Electronics,92600,4.5,Camera: 50MP Main | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
273,Savlon Moisturizing Soap,Groceries,99,4.6,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
274,Dell Alienware m15 R7,Electronics,270800,4.3,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 1TB SSD | Display: 15.6-inch FHD
275,Red Tape Formal Oxfords,Fashion,2299,4.6,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
276,Amul Salted Butter,Groceries,300,4.9,Quality: Certified | Warranty: 1 Year
277,Galaxy S23 Ultra,Electronics,111699,4.8,Camera: 200MP Main / 100x Zoom | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
278,Savlon Moisturizing Soap,Groceries,99,4.4,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
279,MacBook Pro 14,Electronics,240300,4.2,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 1TB SSD | Display: 15.6-inch FHD
280,Tata Salt,Groceries,199,4.8,Quality: Certified | Warranty: 1 Year
281,Red Tape Formal Oxfords,Fashion,2800,4.7,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
282,Boat Xtend Smartwatch,Electronics,65700,4.9,Quality: Certified | Warranty: 1 Year
283,Adidas Originals Track Jacket,Fashion,3300,4.2,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
284,Nike Dri-Fit T-Shirt,Fashion,1399,4.9,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
285,Tata Salt,Groceries,100,4.5,Quality: Certified | Warranty: 1 Year
286,Lenovo ThinkPad X1 Carbon,Electronics,123700,4.6,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
287,Sony PlayStation 5,Electronics,51999,4.1,Quality: Certified | Warranty: 1 Year
288,"Sony Bravia 55"" 4K TV",Electronics,88500,4.8,Quality: Certified | Warranty: 1 Year
289,HP Victus Gaming,Electronics,67800,4.0,Processor: Ryzen 7 5800H | 16GB RAM | 512GB SSD | Display: 16-inch 165Hz
290,Savlon Moisturizing Soap,Groceries,99,4.8,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
291,Adidas Ultraboost Light,Fashion,15700,4.7,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
292,Asus ROG Zephyrus G14,Electronics,198299,4.2,Quality: Certified | Warranty: 1 Year
293,Apple AirPods Pro 2,Electronics,24099,4.7,Quality: Certified | Warranty: 1 Year
294,Sony WH-1000XM5 Headphones,Electronics,24400,4.1,ANC: Best-in-Class Noise Cancellation | Battery: 30 Hours | Driver: 40mm | Conn: Bluetooth 5.3
295,Boro Plus Antiseptic Cream,Groceries,299,4.6,Quality: Certified | Warranty: 1 Year
296,Apple AirPods Pro 2,Electronics,22700,4.8,Quality: Certified | Warranty: 1 Year
297,Dettol Antiseptic Liquid,Groceries,199,4.1,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
298,Nike Air Jordan 1,Fashion,13099,4.9,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
299,Maggi 2-Minute Masala Noodles,Groceries,399,4.1,Quality: Certified | Warranty: 1 Year
300,Dell Inspiron 15,Electronics,58000,4.5,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
301,Nike Air Force 1,Fashion,2700,4.0,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
302,Amul Salted Butter,Groceries,200,4.1,Quality: Certified | Warranty: 1 Year
303,HP Victus Gaming,Electronics,78199,4.1,Processor: Ryzen 7 5800H | 16GB RAM | 512GB SSD | Display: 16-inch 165Hz
304,Galaxy S23 Ultra,Electronics,98499,4.3,Camera: 200MP Main / 100x Zoom | Chip: Snapdragon 8 Gen 2 | Battery: 5000mAh | 5G Supported
305,Boat Stone 350 Speaker,Electronics,1799,4.6,Quality: Certified | Warranty: 1 Year
306,MacBook Air M2,Electronics,83499,4.5,Processor: Apple M2 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
307,Boat Stone 350 Speaker,Electronics,2900,4.2,Quality: Certified | Warranty: 1 Year
308,Canon EOS 1500D DSLR,Electronics,40099,4.5,Sensor: APS-C/Full Frame | Video: 4K | Lens: Kit Lens Included | Conn: WiFi
309,Colgate Strong Teeth Paste,Groceries,100,4.3,Quality: Certified | Warranty: 1 Year
310,Boat Xtend Smartwatch,Electronics,63500,4.3,Quality: Certified | Warranty: 1 Year
311,Savlon Moisturizing Soap,Groceries,0,4.8,Type: Antiseptic Liquid | Volume: 1000ml | Action: Kills 99.9% Germs | Usage: First Aid
312,iPhone 15 Pro,Electronics,138100,4.2,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
313,iPhone 15 Pro,Electronics,79100,4.3,Camera: 50MP Main | Chip: A16 Bionic | Battery: 5000mAh | 5G Supported
314,Lenovo ThinkPad X1 Carbon,Electronics,146600,5.0,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
315,Dettol Antiseptic Liquid,Groceries,200,5.0,Type: Antiseptic Liquid | Volume: 500ml | Action: Disinfectant | Usage: Multi-Purpose
316,HP Spectre x360,Electronics,150800,4.1,Processor: Intel i7 13th Gen / M2 Pro | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
317,Sony Alpha a7M4 Camera,Electronics,226000,4.2,Sensor: Full Frame CMOS | Video: 4K 60p | Focus: Real-time Eye AF | Conn: WiFi/NFC
318,MacBook Air M1,Electronics,86399,4.3,Processor: Apple M1 Chip | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
319,Colgate MaxFresh Red Gel,Groceries,200,4.6,Quality: Certified | Warranty: 1 Year
320,Red Tape Slim Fit Jeans,Fashion,1899,4.5,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
321,"Sony Bravia 55"" 4K TV",Electronics,97000,4.1,Quality: Certified | Warranty: 1 Year
322,Sony PlayStation 5,Electronics,47500,4.1,Quality: Certified | Warranty: 1 Year
323,Boro Plus Body Lotion,Groceries,199,4.9,Quality: Certified | Warranty: 1 Year
324,Puma RS-X Sneakers,Fashion,7800,4.3,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
325,Boat Xtend Smartwatch,Electronics,87099,4.1,Quality: Certified | Warranty: 1 Year
326,Lenovo IdeaPad Slim 3,Electronics,55199,4.6,Processor: Intel i5 12th Gen | 16GB RAM | 512GB SSD | Display: 15.6-inch FHD
327,Amul Taaza Milk,Groceries,400,4.1,Quality: Certified | Warranty: 1 Year
328,Canon Pixma G3000 Printer,Electronics,75100,4.6,Quality: Certified | Warranty: 1 Year
329,Puma Motorsport T-Shirt,Fashion,2900,4.5,Material: Premium Fabric/Leather | Fit: Regular Fit | Quality: High | Wash: Machine Wash
